source_file,cq_file,source_qid,transformed_qid,subject,outline_code,answer_key,validation_status,load_status,quarantine_reason,stem_len,has_annotation,has_components,has_intel,has_case_study,generated_db_identifier
C:\FOC\Workspace\Finished\CQ14150.md,CQ14150.md,14150,14150_livestock_trailer_rancher,CIVIL_PROCEDURE,95070302,C,PASS,draft_ready,,636,true,true,true,true,14150_livestock_trailer_rancher
C:\FOC\Workspace\Finished\CQ14178.md,CQ14178.md,14178,14178_choir_robe_credit_good_faith,CIVIL_PROCEDURE,95070102,C,PASS,draft_ready,,764,true,true,true,true,14178_choir_robe_credit_good_faith
C:\FOC\Workspace\Finished\CQ14188.md,CQ14188.md,14188,14188_homeschool_discipleship_kit_files,CIVIL_PROCEDURE,95070404,B,PASS,draft_ready,,1170,true,true,true,true,14188_homeschool_discipleship_kit_files
C:\FOC\Workspace\Finished\CQ14205.md,CQ14205.md,14205,14205_fellowship_hall,CIVIL_PROCEDURE,97100200,D,PASS,draft_ready,,1164,true,true,true,true,14205_fellowship_hall
C:\FOC\Workspace\Finished\CQ14208.md,CQ14208.md,14208,14208_women_of_the_word,CIVIL_PROCEDURE,97100300,B,PASS,draft_ready,,1406,true,true,true,true,14208_women_of_the_word
C:\FOC\Workspace\Finished\CQ14216.md,CQ14216.md,14216,14216_retreat_shuttle,CIVIL_PROCEDURE,97100300,B,PASS,draft_ready,,576,true,true,true,true,14216_retreat_shuttle
C:\FOC\Workspace\Finished\CQ14222.md,CQ14222.md,14222,14222_piano_tutor_counterclaim_default,CIVIL_PROCEDURE,97100400,D,PASS,draft_ready,,611,true,true,true,true,14222_piano_tutor_counterclaim_default
C:\FOC\Workspace\Finished\CQ14223.md,CQ14223.md,14223,14223_library-bulletin,CONSTITUTIONAL_LAW,44040502,C,PASS,draft_ready,,1452,true,true,true,true,14223_library-bulletin
C:\FOC\Workspace\Finished\CQ14225.md,CQ14225.md,14225,14225_christian-tutor-license,CONSTITUTIONAL_LAW,44040203,C,PASS,draft_ready,,2023,true,true,true,true,14225_christian-tutor-license
C:\FOC\Workspace\Finished\CQ14226.md,CQ14226.md,14226,14226_corinth-wards,CONSTITUTIONAL_LAW,44040202,C,PASS,draft_ready,,1131,true,true,true,true,14226_corinth-wards
C:\FOC\Workspace\Finished\CQ14227.md,CQ14227.md,14227,14227_priscilla_treasurer,CONSTITUTIONAL_LAW,44040504,D,PASS,draft_ready,,1521,true,true,true,true,14227_priscilla_treasurer
C:\FOC\Workspace\Finished\CQ14229.md,CQ14229.md,14229,14229_daily-bread-depot,CONSTITUTIONAL_LAW,44040604,B,PASS,draft_ready,,1015,true,true,true,true,14229_daily-bread-depot
C:\FOC\Workspace\Finished\CQ14231.md,CQ14231.md,14231,14231_hymn-trailer-premium,CONSTITUTIONAL_LAW,44040100,B,PASS,draft_ready,,815,true,true,true,true,14231_hymn-trailer-premium
C:\FOC\Workspace\Finished\CQ14233.md,CQ14233.md,14233,14233_galilee_nets_fieldhouse,CONSTITUTIONAL_LAW,44040100,A,PASS,draft_ready,,1514,true,true,true,true,14233_galilee_nets_fieldhouse
C:\FOC\Workspace\Finished\CQ14234.md,CQ14234.md,14234,14234_barnabas-house,CONSTITUTIONAL_LAW,44040301,B,PASS,draft_ready,,740,true,true,true,true,14234_barnabas-house
C:\FOC\Workspace\Finished\CQ14236.md,CQ14236.md,14236,14236_sacred-grove,CONSTITUTIONAL_LAW,44040501,C,PASS,draft_ready,,1471,true,true,true,true,14236_sacred-grove
C:\FOC\Workspace\Finished\CQ14237.md,CQ14237.md,14237,14237_harvest_table_radio_segment,CONSTITUTIONAL_LAW,44040100,C,PASS,draft_ready,,1113,true,true,true,true,14237_harvest_table_radio_segment
C:\FOC\Workspace\Finished\CQ14242.md,CQ14242.md,14242,14242_lydia_linen_kiosk,CONSTITUTIONAL_LAW,44040305,A,PASS,draft_ready,,883,true,true,true,true,14242_lydia_linen_kiosk
C:\FOC\Workspace\Finished\CQ14248.md,CQ14248.md,14248,14248_lydia_clay_reclamation,CONSTITUTIONAL_LAW,44040604,B,PASS,draft_ready,,1040,true,true,true,true,14248_lydia_clay_reclamation
C:\FOC\Workspace\Finished\CQ14250.md,CQ14250.md,14250,14250_barnabas-paul-daniel-veterans-affairs,CONSTITUTIONAL_LAW,44040601,C,PASS,draft_ready,,586,true,true,true,true,14250_barnabas-paul-daniel-veterans-affairs
C:\FOC\Workspace\Finished\CQ14263.md,CQ14263.md,14263,14263_good_samaritan_market,CONSTITUTIONAL_LAW,44040601,C,PASS,draft_ready,,816,true,true,true,true,14263_good_samaritan_market
C:\FOC\Workspace\Finished\CQ14275.md,CQ14275.md,14275,14275_lantern_launch_observatory,CONSTITUTIONAL_LAW,44040100,B,PASS,draft_ready,,1248,true,true,true,true,14275_lantern_launch_observatory
C:\FOC\Workspace\Finished\CQ14286.md,CQ14286.md,14286,14286_human-cannonball-barnabas,CONSTITUTIONAL_LAW,44040503,C,PASS,draft_ready,,853,true,true,true,true,14286_human-cannonball-barnabas
C:\FOC\Workspace\Finished\CQ14287.md,CQ14287.md,14287,14287_psalm_choir_teacher_license,CONSTITUTIONAL_LAW,44040504,B,PASS,draft_ready,,765,true,true,true,true,14287_psalm_choir_teacher_license
C:\FOC\Workspace\Finished\CQ14293.md,CQ14293.md,14293,14293_mootness-live-stream,CONSTITUTIONAL_LAW,43020201,B,PASS,draft_ready,,785,true,true,true,true,14293_mootness-live-stream
C:\FOC\Workspace\Finished\CQ14294.md,CQ14294.md,14294,14294_bible_quiz_uprising,CONSTITUTIONAL_LAW,43020201,B,PASS,draft_ready,,1588,true,true,true,true,14294_bible_quiz_uprising
C:\FOC\Workspace\Finished\CQ14295.md,CQ14295.md,14295,14295_lampmakers_rule_review,CONSTITUTIONAL_LAW,43020200,C,NEEDS_HUMAN,quarantined,needs-human,1234,true,true,true,true,14295_lampmakers_rule_review
C:\FOC\Workspace\Finished\CQ14311.md,CQ14311.md,14311,14311_psalm_slides_field_kit,CONSTITUTIONAL_LAW,41030200,B,PASS,draft_ready,,631,true,true,true,true,14311_psalm_slides_field_kit
C:\FOC\Workspace\Finished\CQ14313.md,CQ14313.md,14313,14313_manna_hall_archive,CONSTITUTIONAL_LAW,41030200,B,NEEDS_HUMAN,quarantined,needs-human,623,true,true,true,true,14313_manna_hall_archive
C:\FOC\Workspace\Finished\CQ14314.md,CQ14314.md,14314,14314_christian_campground_permits,CONSTITUTIONAL_LAW,42010107,C,PASS,draft_ready,,1005,true,true,true,true,14314_christian_campground_permits
C:\FOC\Workspace\Finished\CQ14321.md,CQ14321.md,14321,14321_grace_harbor_sanctuary_candles,CONSTITUTIONAL_LAW,41030403,D,PASS,draft_ready,,1523,true,true,true,true,14321_grace_harbor_sanctuary_candles
C:\FOC\Workspace\Finished\CQ14324.md,CQ14324.md,14324,14324_lydia_illuminated_psalter,CONSTITUTIONAL_LAW,41030000,B,PASS,draft_ready,,929,true,true,true,true,14324_lydia_illuminated_psalter
C:\FOC\Workspace\Finished\CQ14327.md,CQ14327.md,14327,14327_hatteras_ferry_preemption,CONSTITUTIONAL_LAW,41030100,C,PASS,draft_ready,,1630,true,true,true,true,14327_hatteras_ferry_preemption
C:\FOC\Workspace\Finished\CQ14330.md,CQ14330.md,14330,14330_new_zion_battery_barn,CONSTITUTIONAL_LAW,41030300,C,PASS,draft_ready,,956,true,true,true,true,14330_new_zion_battery_barn
C:\FOC\Workspace\Finished\CQ14334.md,CQ14334.md,14334,14334_bethany_fig_goat_bounty,CONSTITUTIONAL_LAW,42010106,C,PASS,draft_ready,,947,true,true,true,true,14334_bethany_fig_goat_bounty
C:\FOC\Workspace\Finished\CQ14339.md,CQ14339.md,14339,14339_good_shepherd_science_kit,CONSTITUTIONAL_LAW,41030402,D,PASS,draft_ready,,1357,true,true,true,true,14339_good_shepherd_science_kit
C:\FOC\Workspace\Finished\CQ14342.md,CQ14342.md,14342,14342_scripturequest_finals_tax,CONSTITUTIONAL_LAW,42010101,D,PASS,draft_ready,,456,true,true,true,true,14342_scripturequest_finals_tax
C:\FOC\Workspace\Finished\CQ14343.md,CQ14343.md,14343,14343_esther_home_fire_readiness,CONSTITUTIONAL_LAW,42010202,A,PASS,draft_ready,,748,true,true,true,true,14343_esther_home_fire_readiness
C:\FOC\Workspace\Finished\CQ14344.md,CQ14344.md,14344,14344_lydia_marketplace,CONSTITUTIONAL_LAW,42010107,A,PASS,draft_ready,,447,true,true,true,true,14344_lydia_marketplace
C:\FOC\Workspace\Finished\CQ14345.md,CQ14345.md,14345,14345_ezra-commission,CONSTITUTIONAL_LAW,42010204,C,PASS,draft_ready,,1290,true,true,true,false,14345_ezra-commission
C:\FOC\Workspace\Finished\CQ14348.md,CQ14348.md,14348,14348_flame_furniture,CONSTITUTIONAL_LAW,42010103,C,PASS,draft_ready,,591,true,true,true,true,14348_flame_furniture
C:\FOC\Workspace\Finished\CQ14352.md,CQ14352.md,14352,14352_mercy_timing_act,CONSTITUTIONAL_LAW,42010206,A,PASS,draft_ready,,493,true,true,true,true,14352_mercy_timing_act
C:\FOC\Workspace\Finished\CQ14354.md,CQ14354.md,14354,14354_safe_wells_prize,CONSTITUTIONAL_LAW,42010101,B,NEEDS_HUMAN,quarantined,needs-human,894,true,true,true,true,14354_safe_wells_prize
C:\FOC\Workspace\Finished\CQ14355.md,CQ14355.md,14355,14355_zion-embassy,CONSTITUTIONAL_LAW,42010203,B,PASS,draft_ready,,886,true,true,true,true,14355_zion-embassy
C:\FOC\Workspace\Finished\CQ14365.md,CQ14365.md,14365,14365_imitation_honey,CONSTITUTIONAL_LAW,42010103,C,PASS,draft_ready,,720,true,true,true,true,14365_imitation_honey
C:\FOC\Workspace\Finished\CQ14369.md,CQ14369.md,14369,14369_congressional-exception,CONSTITUTIONAL_LAW,43020202,C,PASS,draft_ready,,1454,true,true,true,true,14369_congressional-exception
C:\FOC\Workspace\Finished\CQ14373.md,CQ14373.md,14373,14373_cq,CONTRACTS,52040300,C,PASS,draft_ready,,813,true,true,true,true,14373_cq
C:\FOC\Workspace\Finished\CQ14375.md,CQ14375.md,14375,14375_nativity_star_rig,CONTRACTS,56050200,B,PASS,draft_ready,,879,true,true,true,true,14375_nativity_star_rig
C:\FOC\Workspace\Finished\CQ14376.md,CQ14376.md,14376,14376_scripture_song_approval,CONTRACTS,52040300,C,PASS,draft_ready,,610,true,true,true,true,14376_scripture_song_approval
C:\FOC\Workspace\Finished\CQ14378.md,CQ14378.md,14378,14378_prayer_journal_discount,CONTRACTS,52040300,C,PASS,draft_ready,,1130,true,true,true,true,14378_prayer_journal_discount
C:\FOC\Workspace\Finished\CQ14379.md,CQ14379.md,14379,14379_psalm_lightshow,CONTRACTS,52040300,C,PASS,draft_ready,,818,true,true,true,true,14379_psalm_lightshow
C:\FOC\Workspace\Finished\CQ14381.md,CQ14381.md,14381,14381_scripture_journal_discount,CONTRACTS,52040300,B,PASS,draft_ready,,870,true,true,true,true,14381_scripture_journal_discount
C:\FOC\Workspace\Finished\CQ14382.md,CQ14382.md,14382,14382_bethlehem_lanterns,CONTRACTS,52040300,B,PASS,draft_ready,,687,true,true,true,true,14382_bethlehem_lanterns
C:\FOC\Workspace\Finished\CQ14385.md,CQ14385.md,14385,14385_esther_engraver,CONTRACTS,52040300,C,PASS,draft_ready,,1035,true,true,true,true,14385_esther_engraver
C:\FOC\Workspace\Finished\CQ14390.md,CQ14390.md,14390,14390_stephens-inherited-violin,CONTRACTS,54030800,C,PASS,draft_ready,,693,true,true,true,true,14390_stephens-inherited-violin
C:\FOC\Workspace\Finished\CQ14391.md,CQ14391.md,14391,14391_noble_fir_nativity,CONTRACTS,56050602,A,PASS,draft_ready,,1102,true,true,true,true,14391_noble_fir_nativity
C:\FOC\Workspace\Finished\CQ14392.md,CQ14392.md,14392,14392_tutor-typist-land,CONTRACTS,55020100,C,PASS,draft_ready,,892,true,true,true,true,14392_tutor-typist-land
C:\FOC\Workspace\Finished\CQ14394.md,CQ14394.md,14394,14394_lydia_puppet_stage,CONTRACTS,54030400,B,,draft_ready,,453,true,true,true,true,14394_lydia_puppet_stage
C:\FOC\Workspace\Finished\CQ14396.md,CQ14396.md,14396,14396_easter_handbell_plan,CONTRACTS,54031000,B,PASS,draft_ready,,581,true,true,true,true,14396_easter_handbell_plan
C:\FOC\Workspace\Finished\CQ14397.md,CQ14397.md,14397,14397_fish_keychains,CONTRACTS,54030400,D,PASS,draft_ready,,683,true,true,true,true,14397_fish_keychains
C:\FOC\Workspace\Finished\CQ14398.md,CQ14398.md,14398,14398_hannah_christmas_trees,CONTRACTS,54030300,D,PASS,draft_ready,,1672,true,true,true,true,14398_hannah_christmas_trees
C:\FOC\Workspace\Finished\CQ14399.md,CQ14399.md,14399,14399_shepherd-psalm-transform,CONTRACTS,54030600,C,PASS,draft_ready,,1098,true,true,true,true,14399_shepherd-psalm-transform
C:\FOC\Workspace\Finished\CQ14400.md,CQ14400.md,14400,14400_mechanical_camel,CONTRACTS,54030600,C,PASS,draft_ready,,1243,true,true,true,true,14400_mechanical_camel
C:\FOC\Workspace\Finished\CQ14401.md,CQ14401.md,14401,14401_psalm_van_repair,CONTRACTS,54030400,D,PASS,draft_ready,,1820,true,true,true,true,14401_psalm_van_repair
C:\FOC\Workspace\Finished\CQ14403.md,CQ14403.md,14403,14403_hymnal-collection-visit,CONTRACTS,54030900,B,PASS,draft_ready,,1051,true,true,true,true,14403_hymnal-collection-visit
C:\FOC\Workspace\Finished\CQ14404.md,CQ14404.md,14404,14404_ruth_naomi_nativity_cases,CONTRACTS,56050200,C,PASS,draft_ready,,1622,true,true,true,true,14404_ruth_naomi_nativity_cases
C:\FOC\Workspace\Finished\CQ14405.md,CQ14405.md,14405,14405_lydia_barnabas_handbell_accommodation,CONTRACTS,56050402,C,PASS,draft_ready,,816,true,true,true,true,14405_lydia_barnabas_handbell_accommodation
C:\FOC\Workspace\Finished\CQ14406.md,CQ14406.md,14406,14406_advent_lanterns,CONTRACTS,55020202,C,PASS,draft_ready,,692,true,true,true,true,14406_advent_lanterns
C:\FOC\Workspace\Finished\CQ14409.md,CQ14409.md,14409,14409_sunken_ark_hall,CONTRACTS,54030600,B,PASS,draft_ready,,997,true,true,true,true,14409_sunken_ark_hall
C:\FOC\Workspace\Finished\CQ14412.md,CQ14412.md,14412,14412_gospel_puzzle_invoice,CONTRACTS,55020204,B,PASS,draft_ready,,512,true,true,true,true,14412_gospel_puzzle_invoice
C:\FOC\Workspace\Finished\CQ14413.md,CQ14413.md,14413,14413_verse_challenge_store_credit,CONTRACTS,55020101,B,PASS,draft_ready,,485,true,true,true,true,14413_verse_challenge_store_credit
C:\FOC\Workspace\Finished\CQ14414.md,CQ14414.md,14414,14414_calligraphy_workshop_credit_guaranty,CONTRACTS,55020102,B,PASS,draft_ready,,978,true,true,true,true,14414_calligraphy_workshop_credit_guaranty
C:\FOC\Workspace\Finished\CQ14416.md,CQ14416.md,14416,14416_worship_sound_booth,CONTRACTS,52040200,C,PASS,draft_ready,,735,true,true,true,true,14416_worship_sound_booth
C:\FOC\Workspace\Finished\CQ14417.md,CQ14417.md,14417,14417_scripture_puzzle_job,CONTRACTS,55010102,C,PASS,draft_ready,,597,true,true,true,true,14417_scripture_puzzle_job
C:\FOC\Workspace\Finished\CQ14418.md,CQ14418.md,14418,14418_jericho_lamp_credit,CONTRACTS,55020102,B,PASS,draft_ready,,579,true,true,true,true,14418_jericho_lamp_credit
C:\FOC\Workspace\Finished\CQ14422.md,CQ14422.md,14422,14422_scripture_journal_arbitration,CONTRACTS,55020102,D,PASS,draft_ready,,1056,true,true,true,true,14422_scripture_journal_arbitration
C:\FOC\Workspace\Finished\CQ14423.md,CQ14423.md,14423,14423_missionary_satellite_vow,CONTRACTS,56050102,B,PASS,draft_ready,,449,true,true,true,true,14423_missionary_satellite_vow
C:\FOC\Workspace\Finished\CQ14424.md,CQ14424.md,14424,14424_christmas_pageant_lantern_bid,CONTRACTS,55020300,C,PASS,draft_ready,,869,true,true,true,true,14424_christmas_pageant_lantern_bid
C:\FOC\Workspace\Finished\CQ14425.md,CQ14425.md,14425,14425_accommodating-shipment,CONTRACTS,55020101,C,PASS,draft_ready,,637,true,true,true,true,14425_accommodating-shipment
C:\FOC\Workspace\Finished\CQ14427.md,CQ14427.md,14427,14427_peter_john_boat_inquiry,CONTRACTS,55020101,C,PASS,draft_ready,,471,true,true,true,true,14427_peter_john_boat_inquiry
C:\FOC\Workspace\Finished\CQ14428.md,CQ14428.md,14428,14428_retreat_supply_firm_offer,CONTRACTS,55020101,D,PASS,draft_ready,,576,true,true,true,true,14428_retreat_supply_firm_offer
C:\FOC\Workspace\Finished\CQ14430.md,CQ14430.md,14430,14430_psalm_room_option,CONTRACTS,55020101,B,PASS,draft_ready,,888,true,true,true,true,14430_psalm_room_option
C:\FOC\Workspace\Finished\CQ14431.md,CQ14431.md,14431,14431_prayer_garden_cistern,CONTRACTS,56050200,B,PASS,draft_ready,,999,true,true,true,true,14431_prayer_garden_cistern
C:\FOC\Workspace\Finished\CQ14434.md,CQ14434.md,14434,14434_crossed_handbells,CONTRACTS,55020100,C,PASS,draft_ready,,1057,true,true,true,true,14434_crossed_handbells
C:\FOC\Workspace\Finished\CQ14435.md,CQ14435.md,14435,14435_tent-maker-paul,CONTRACTS,56050200,D,PASS,draft_ready,,897,true,true,true,true,14435_tent-maker-paul
C:\FOC\Workspace\Finished\CQ14436.md,CQ14436.md,14436,14436_telescope-ruth-original,CONTRACTS,54030100,C,PASS,draft_ready,,770,true,true,true,true,14436_telescope-ruth-original
C:\FOC\Workspace\Finished\CQ14437.md,CQ14437.md,14437,14437_lydias_verse_card_boxes,CONTRACTS,55020101,C,,draft_ready,,635,true,true,true,true,14437_lydias_verse_card_boxes
C:\FOC\Workspace\Finished\CQ14438.md,CQ14438.md,14438,14438_nativity_ornament_kits,CONTRACTS,55020202,C,PASS,draft_ready,,760,true,true,true,true,14438_nativity_ornament_kits
C:\FOC\Workspace\Finished\CQ14439.md,CQ14439.md,14439,14439_bookstore-launch-setup,CONTRACTS,56050200,C,PASS,draft_ready,,1765,true,true,true,true,14439_bookstore-launch-setup
C:\FOC\Workspace\Finished\CQ14440.md,CQ14440.md,14440,14440_calligraphy_debt,CONTRACTS,55020204,B,PASS,draft_ready,,420,true,true,true,true,14440_calligraphy_debt
C:\FOC\Workspace\Finished\CQ14441.md,CQ14441.md,14441,14441_naomi_scripture_workshop_commission,CONTRACTS,52040200,D,PASS,draft_ready,,12591,true,true,true,true,14441_naomi_scripture_workshop_commission
C:\FOC\Workspace\Finished\CQ14443.md,CQ14443.md,14443,14443_bookshop_mural_release,CONTRACTS,56050200,C,PASS,draft_ready,,604,true,true,true,true,14443_bookshop_mural_release
C:\FOC\Workspace\Finished\CQ14445.md,CQ14445.md,14445,14445_bookshop_pension,CONTRACTS,55020300,A,PASS,draft_ready,,1194,true,true,true,true,14445_bookshop_pension
C:\FOC\Workspace\Finished\CQ14447.md,CQ14447.md,14447,14447_jericho_trumpet_deposit,CONTRACTS,55020300,B,PASS,draft_ready,,694,true,true,true,true,14447_jericho_trumpet_deposit
C:\FOC\Workspace\Finished\CQ14448.md,CQ14448.md,14448,14448_scripture_laminator,CONTRACTS,55020102,B,PASS,draft_ready,,504,true,true,true,true,14448_scripture_laminator
C:\FOC\Workspace\Finished\CQ14450.md,CQ14450.md,14450,14450_retreat-craft-order,CONTRACTS,55020101,B,PASS,draft_ready,,650,true,true,true,true,14450_retreat-craft-order
C:\FOC\Workspace\Finished\CQ14451.md,CQ14451.md,14451,14451_psalm_trail_quitclaim,CONTRACTS,55020205,D,PASS,draft_ready,,946,true,true,true,true,14451_psalm_trail_quitclaim
C:\FOC\Workspace\Finished\CQ14452.md,CQ14452.md,14452,14452_olive_lamp_liability_cap,CONTRACTS,55020102,B,PASS,draft_ready,,759,true,true,true,true,14452_olive_lamp_liability_cap
C:\FOC\Workspace\Finished\CQ14453.md,CQ14453.md,14453,14453_tractor_bargain,CONTRACTS,55020201,C,PASS,draft_ready,,1507,true,true,true,true,14453_tractor_bargain
C:\FOC\Workspace\Finished\CQ14455.md,CQ14455.md,14455,14455_tutor-piano,CONTRACTS,56050102,C,PASS,draft_ready,,975,true,true,true,true,14455_tutor-piano
C:\FOC\Workspace\Finished\CQ14457.md,CQ14457.md,14457,14457_advent_kits_requirements,CONTRACTS,55020203,C,PASS,draft_ready,,674,true,true,true,true,14457_advent_kits_requirements
C:\FOC\Workspace\Finished\CQ14458.md,CQ14458.md,14458,14458_verse_wristbands,CONTRACTS,55020203,D,PASS,draft_ready,,623,true,true,true,true,14458_verse_wristbands
C:\FOC\Workspace\Finished\CQ14460.md,CQ14460.md,14460,14460_fish_loaves_mosaic,CONTRACTS,56050604,B,PASS,draft_ready,,964,true,true,true,true,14460_fish_loaves_mosaic
C:\FOC\Workspace\Finished\CQ14462.md,CQ14462.md,14462,14462_mustard_seed_carts,CONTRACTS,56050604,C,PASS,draft_ready,,1014,true,true,true,true,14462_mustard_seed_carts
C:\FOC\Workspace\Finished\CQ14463.md,CQ14463.md,14463,14463_calligraphy_supplies,CONTRACTS,56050102,B,PASS,draft_ready,,809,true,true,true,true,14463_calligraphy_supplies
C:\FOC\Workspace\Finished\CQ14467.md,CQ14467.md,14467,14467_psalm_tutor_installments,CONTRACTS,56050401,C,PASS,draft_ready,,1063,true,true,true,true,14467_psalm_tutor_installments
C:\FOC\Workspace\Finished\CQ14468.md,CQ14468.md,14468,14468_waiver-of-notice-condition,CONTRACTS,56050604,B,PASS,draft_ready,,1467,true,true,true,true,14468_waiver-of-notice-condition
C:\FOC\Workspace\Finished\CQ14472.md,CQ14472.md,14472,14472_lydias_lantern_wall,CONTRACTS,56050602,B,PASS,draft_ready,,825,true,true,true,true,14472_lydias_lantern_wall
C:\FOC\Workspace\Finished\CQ14473.md,CQ14473.md,14473,14473_psalm_grove_closing,CONTRACTS,56050403,B,PASS,draft_ready,,406,true,true,true,true,14473_psalm_grove_closing
C:\FOC\Workspace\Finished\CQ14474.md,CQ14474.md,14474,14474_scripture_quiz_workbooks,CONTRACTS,56050403,B,PASS,draft_ready,,681,true,true,true,true,14474_scripture_quiz_workbooks
C:\FOC\Workspace\Finished\CQ14477.md,CQ14477.md,14477,14477_advent_mugs,CONTRACTS,56050300,B,PASS,draft_ready,,685,true,true,true,true,14477_advent_mugs
C:\FOC\Workspace\Finished\CQ14478.md,CQ14478.md,14478,14478_scripture_retreat_kits,CONTRACTS,56050402,A,PASS,draft_ready,,893,true,true,true,true,14478_scripture_retreat_kits
C:\FOC\Workspace\Finished\CQ14480.md,CQ14480.md,14480,14480_scroll,CONTRACTS,56050102,B,PASS,draft_ready,,790,true,true,true,true,14480_scroll
C:\FOC\Workspace\Finished\CQ14481.md,CQ14481.md,14481,14481_ruth_nativity_music_box,CONTRACTS,56050601,C,PASS,draft_ready,,693,true,true,true,true,14481_ruth_nativity_music_box
C:\FOC\Workspace\Finished\CQ14482.md,CQ14482.md,14482,14482_olive_wood_display_stands,CONTRACTS,52040100,D,PASS,draft_ready,,435,true,true,true,true,14482_olive_wood_display_stands
C:\FOC\Workspace\Finished\CQ14483.md,CQ14483.md,14483,14483_rare-bible-atlas,CONTRACTS,56050403,D,PASS,draft_ready,,2350,true,true,true,true,14483_rare-bible-atlas
C:\FOC\Workspace\Finished\CQ14485.md,CQ14485.md,14485,14485_calligraphy_parcel,CONTRACTS,56050403,A,PASS,draft_ready,,676,true,true,true,true,14485_calligraphy_parcel
C:\FOC\Workspace\Finished\CQ14487.md,CQ14487.md,14487,14487_grace_plant_window,CONTRACTS,56050607,C,PASS,draft_ready,,2385,true,true,true,true,14487_grace_plant_window
C:\FOC\Workspace\Finished\CQ14490.md,CQ14490.md,14490,14490_ruth_embroidery_waiver,CONTRACTS,56050604,B,PASS,draft_ready,,1040,true,true,true,true,14490_ruth_embroidery_waiver
C:\FOC\Workspace\Finished\CQ14491.md,CQ14491.md,14491,14491_hymn_studio_start_date,CONTRACTS,56050403,B,PASS,draft_ready,,624,true,true,true,true,14491_hymn_studio_start_date
C:\FOC\Workspace\Finished\CQ14492.md,CQ14492.md,14492,14492_psalm_lantern_kits,CONTRACTS,56050402,B,,draft_ready,,601,true,true,true,true,14492_psalm_lantern_kits
C:\FOC\Workspace\Finished\CQ14493.md,CQ14493.md,14493,14493_ark_stage,CONTRACTS,56050403,B,PASS,draft_ready,,599,true,true,true,true,14493_ark_stage
C:\FOC\Workspace\Finished\CQ14497.md,CQ14497.md,14497,14497_ruth_psalm_market_cart,CONTRACTS,56050402,B,PASS,draft_ready,,638,true,true,true,true,14497_ruth_psalm_market_cart
C:\FOC\Workspace\Finished\CQ14499.md,CQ14499.md,14499,14499_impossibility-restitution,CONTRACTS,51060201,C,PASS,draft_ready,,682,true,true,true,true,14499_impossibility-restitution
C:\FOC\Workspace\Finished\CQ14500.md,CQ14500.md,14500,14500_hymnal-restoration-price,CONTRACTS,51060101,C,PASS,draft_ready,,828,true,true,true,true,14500_hymnal-restoration-price
C:\FOC\Workspace\Finished\CQ14506.md,CQ14506.md,14506,14506_lydia_rooftop_loft,CONTRACTS,51060304,D,PASS,draft_ready,,807,true,true,true,true,14506_lydia_rooftop_loft
