source_file,cq_file,source_qid,transformed_qid,subject,outline_code,answer_key,validation_status,load_status,quarantine_reason,stem_len,has_annotation,has_components,has_intel,has_case_study,generated_db_identifier
C:\FOC\Workspace\Finished\CQ14675.md,CQ14675.md,14675,14675_church-volunteer-mercy,CRIMINAL,74020101,B,PASS,quarantined,CHOICES=[],594,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14676_church_youth_accusation.md,CQ14676_church_youth_accusation.md,14676,14676_church_youth_accusation,CRIMINAL,74020102,C,PASS,quarantined,NO_STEM; missing-c3-annotation; missing-components; missing-program-intelligence; tiny-stem,0,false,false,false,true,
C:\FOC\Workspace\Finished\CQ14685.md,CQ14685.md,14685,14685_peter_hammer,CRIMINAL_LAW_AND_PROCEDURE,74020101,A,PASS,quarantined,SUBJECT='CRIMINAL_LAW_AND_PROCEDURE'; NO_STEM; missing-c3-annotation; missing-components; missing-program-intelligence; tiny-stem,0,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14690.md,CQ14690.md,14690,14690_bible_study_protected_victim,CRIMINAL,,B,PASS,quarantined,missing-outline,595,true,true,true,false,
C:\FOC\Workspace\Finished\CQ14695.md,CQ14695.md,14695,,,,,,quarantined,BLOCK1_UNPARSEABLE; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14725.md,CQ14725.md,14725,14725_lydias_hymn_leaf,CRIMINAL,,A,PASS,quarantined,missing-outline,849,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14728.md,CQ14728.md,14728,14728,CRIMINAL,,D,PASS,quarantined,NO_CALL; missing-outline,795,true,true,true,false,
C:\FOC\Workspace\Finished\CQ14730.md,CQ14730.md,14730,14730_potluck_flight,CRIMINAL,,D,PASS,quarantined,NO_CALL; missing-outline,910,true,true,true,false,
C:\FOC\Workspace\Finished\CQ14736.md,CQ14736.md,14736,14736_camp_van_crossing,CRIMINAL,73020500,C,PASS,quarantined,tiny-stem,140,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14748.md,CQ14748.md,14748,14748_facsimile_sermon_page,CRIMINAL,,A,,quarantined,missing-outline,694,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14775.md,CQ14775.md,14775,14775_camp_pos_records,EVIDENCE,,D,,quarantined,missing-outline,1358,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14791.md,CQ14791.md,14791,14791_bethlehem_star_handbook,EVIDENCE,,D,,quarantined,missing-outline,961,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14793.md,CQ14793.md,14793,14793_christian-variation,EVIDENCE,33040201,C,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14816.md,CQ14816.md,14816,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14819.md,CQ14819.md,14819,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14820.md,CQ14820.md,14820,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14828.md,CQ14828.md,14828,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14831.md,CQ14831.md,14831,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14843.md,CQ14843.md,14843,14843_manna_mail,EVIDENCE,,D,PASS,quarantined,missing-outline,431,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14851.md,CQ14851.md,14851,14851_festival_qr_badge,EVIDENCE,,C,PASS,quarantined,missing-outline,875,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14853.md,CQ14853.md,14853,14853_jonah_whale_rig,EVIDENCE,,B,PASS,quarantined,missing-outline,517,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14863.md,CQ14863.md,14863,,,,,,quarantined,BLOCK1_UNPARSEABLE; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14870.md,CQ14870.md,14870,14870_christian_publishing_comptroller,EVIDENCE,32020100,B,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14871.md,CQ14871.md,14871,14871_lampstand_guide_memo,EVIDENCE,32020700,A,PASS,quarantined,tiny-stem,101,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14889.md,CQ14889.md,14889,14889_mission-flight-relevance,EVIDENCE,32020100,C,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14904.md,CQ14904.md,14904,14904_best_evidence_refresh,EVIDENCE,34050200,C,PASS,quarantined,tiny-stem,162,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14908.md,CQ14908.md,14908,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14910.md,CQ14910.md,14910,14910_lydia_timothy_riverpasture,REAL_PROPERTY,85030100,D,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14925.md,CQ14925.md,14925,14925_mission_cottage,REAL_PROPERTY,82010404,C,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ14951.md,CQ14951.md,14951,14951_martha_scripture_parcel_mortgage,REAL_PROPERTY,83050105,B,PASS,quarantined,tiny-stem,226,true,true,true,true,
C:\FOC\Workspace\Finished\CQ15045.md,CQ15045.md,15045,15045_deed-delivery-presumption,REAL_PROPERTY,84040203,C,PASS,quarantined,tiny-stem,206,true,true,true,true,
C:\FOC\Workspace\Finished\CQ16011.md,CQ16011.md,16011,16011_gethsemane_intent,CRIMINAL,71040300,C,PASS,quarantined,tiny-stem,96,true,true,true,true,
C:\FOC\Workspace\Finished\CQ16019.md,CQ16019.md,16019,16019_attempt-jonah,CRIMINAL,73020200,C,PASS,quarantined,missing-c3-annotation; missing-components; missing-program-intelligence,6327,false,false,false,false,
C:\FOC\Workspace\Finished\CQ16042.md,CQ16042.md,16042,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ16070.md,CQ16070.md,16070,16070,CRIMINAL,72060100,A,PASS,quarantined,NO_STEM; NO_CALL; tiny-stem,0,true,true,true,false,
C:\FOC\Workspace\Finished\CQ16085.md,CQ16085.md,16085,16085_church-thrift-variant,CRIMINAL,73020500,A,PASS,quarantined,NO_STEM; missing-c3-annotation; missing-components; missing-program-intelligence; tiny-stem,0,false,false,false,true,
C:\FOC\Workspace\Finished\CQ16147.md,CQ16147.md,16147,16147_christian_supply,CRIMINAL,73031000,A,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ16158.md,CQ16158.md,16158,16158,CRIMINAL,73030200,B,PASS,quarantined,NO_CALL; tiny-stem,100,true,true,true,false,
C:\FOC\Workspace\Finished\CQ16160_christian_variant.md,CQ16160_christian_variant.md,,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ16163.md,CQ16163.md,16163,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ16168.md,CQ16168.md,16168,16168_ruth-church-basement,CRIMINAL,73031000,B,PASS,quarantined,CHOICES=[]; tiny-stem,127,true,true,true,true,
C:\FOC\Workspace\Finished\CQ16169.md,CQ16169.md,16169,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ16184.md,CQ16184.md,16184,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ16187.md,CQ16187.md,16187,,,,,,quarantined,BLOCK1_UNPARSEABLE; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ16198.md,CQ16198.md,16198,16198_farmhouse-mission-robbery,CRIMPROC,75070100,B,PASS,quarantined,SUBJECT='CRIMPROC',1174,true,true,true,true,
C:\FOC\Workspace\Finished\CQ17015.md,CQ17015.md,17015,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ17017.md,CQ17017.md,17017,17017_missionary-trust-variant,EVIDENCE,31010103,A,PASS,quarantined,NO_STEM; missing-c3-annotation; missing-components; missing-program-intelligence; tiny-stem,0,false,false,false,true,
C:\FOC\Workspace\Finished\CQ17045.md,CQ17045.md,17045,17045_scripture_banner_cloth,EVIDENCE,32020801,B,PASS,quarantined,missing-c3-annotation; missing-components; missing-program-intelligence,1511,false,false,false,true,
C:\FOC\Workspace\Finished\CQ17052.md,CQ17052.md,17052,17052_depraved-anton,CRIMINAL,00000000,A,PASS,quarantined,missing-c3-annotation; missing-components; missing-program-intelligence,7107,false,false,false,true,
C:\FOC\Workspace\Finished\CQ17063.md,CQ17063.md,17063,,,,,,quarantined,BLOCK1_UNPARSEABLE; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ17091.md,CQ17091.md,17091,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ17110.md,CQ17110.md,17110,17110_sticker_press_guaranty,CONTRACTS,,D,PASS,quarantined,missing-outline,410,true,true,true,true,
C:\FOC\Workspace\Finished\CQ17157.md,CQ17157.md,17157,17157_vocational-rehab,CONSTITUTIONAL_LAW,44040300,C,PASS,quarantined,tiny-stem,209,true,true,true,true,
C:\FOC\Workspace\Finished\CQ17173.md,CQ17173.md,17173,17173_road_to_emmaus_puzzle_quest,CONTRACTS,,C,PASS,quarantined,missing-outline,508,true,true,true,false,
C:\FOC\Workspace\Finished\CQ17324.md,CQ17324.md,17324,17324_priscillas_inventory,CRIMINAL,,C,Core,quarantined,missing-outline,635,true,true,true,true,
C:\FOC\Workspace\Finished\CQ17332.md,CQ17332.md,17332,17332_lakeside_retreat,CRIMINAL,73031000,B,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ17405.md,CQ17405.md,17405,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ17419.md,CQ17419.md,17419,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ17420.md,CQ17420.md,17420,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ17495.md,CQ17495.md,17495,17495_barnabas-joinder,CRIMINAL,73030400,B,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ17564.md,CQ17564.md,17564,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ17712.md,CQ17712.md,17712,17712_maybe-mary,CRIMINAL,73030900,C,PASS,quarantined,missing-c3-annotation; missing-components; missing-program-intelligence,5609,false,false,false,false,
C:\FOC\Workspace\Finished\CQ17776.md,CQ17776.md,17776,17776_hannah-delivery,CRIMINAL,00000000,C,PASS,quarantined,missing-c3-annotation; missing-components; missing-program-intelligence,5271,false,false,false,true,
C:\FOC\Workspace\Finished\CQ17823.md,CQ17823.md,17823,17823_josephs_chariot,CRIMINAL,,A,Core,quarantined,missing-outline,608,true,true,true,true,
C:\FOC\Workspace\Finished\CQ17930.md,CQ17930.md,17930,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ17950.md,CQ17950.md,17950,17950_choir-loft,CRIMINAL,72060202,C,PASS,quarantined,missing-c3-annotation; missing-components; missing-program-intelligence,800,false,false,false,true,
C:\FOC\Workspace\Finished\CQ17993.md,CQ17993.md,17993,17993_peters_scabbard,CRIMINAL,,B,Core,quarantined,missing-outline,550,true,true,true,true,
C:\FOC\Workspace\Finished\CQ18020.dm.md,CQ18020.dm.md,,15020,REAL_PROPERTY,81020500,C,PASS,quarantined,NO_SOURCE_QID; NO_STEM; tiny-stem,0,true,true,true,false,
C:\FOC\Workspace\Finished\CQ18066.md,CQ18066.md,18066,18066_church_office,CRIMINAL,75070200,B,PASS,quarantined,tiny-stem,233,true,true,true,true,
C:\FOC\Workspace\Finished\CQ18090.md,CQ18090.md,18090,18090_prayer_journals_price_line,CONTRACTS,51060303,C,PASS,quarantined,tiny-stem,218,true,true,true,true,
C:\FOC\Workspace\Finished\CQ18175.md,CQ18175.md,18175,,,,,,quarantined,BLOCK1_UNPARSEABLE; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ18252.md,CQ18252.md,18252,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ18296.md,CQ18296.md,18296,,,,,,quarantined,BLOCK1_UNPARSEABLE; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ18342.md,CQ18342.md,18342,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ18385.md,CQ18385.md,18385,18385_rebecca-cell,CRIMINAL,00000000,A,PASS,quarantined,missing-c3-annotation; missing-components; missing-program-intelligence,5302,false,false,false,true,
C:\FOC\Workspace\Finished\CQ18400.md,CQ18400.md,18400,,,,,,quarantined,BLOCK1_UNPARSEABLE; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ18442.md,CQ18442.md,18442,18442,CRIMINAL,75090400,A,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ18503.md,CQ18503.md,18503,18503_barnabas-stipulated-status,EVIDENCE,32020302,B,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ18550.md,CQ18550.md,18550,15012,REAL_PROPERTY,81020102,C,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,false,
C:\FOC\Workspace\Finished\CQ18718.md,CQ18718.md,18718,18718_prayer-vigil-push,CRIMPROC,75100000,B,PASS,quarantined,SUBJECT='CRIMPROC',496,true,true,true,true,
C:\FOC\Workspace\Finished\CQ18812.md,CQ18812.md,18812,18812_joppa_deacon_burglary,CRIMINAL,71050200,C,PASS,quarantined,missing-c3-annotation; missing-components; missing-program-intelligence,457,false,false,false,true,
C:\FOC\Workspace\Finished\CQ18861.md,CQ18861.md,18861,18861,CRIMINAL,72060206,C,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,false,
C:\FOC\Workspace\Finished\CQ18944.md,CQ18944.md,18944,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ18968.md,CQ18968.md,18968,18968_peter_john_detailing,CRIMINAL,71040100,D,PASS,quarantined,NO_STEM; tiny-stem,0,true,true,true,true,
C:\FOC\Workspace\Finished\CQ19064.md,CQ19064.md,19064,19064_joel-dose,CRIMINAL,00000000,C,PASS,quarantined,missing-c3-annotation; missing-components; missing-program-intelligence,5188,false,false,false,true,
C:\FOC\Workspace\Finished\CQ19143.md,CQ19143.md,19143,19143_naomi-impound,CRIMINAL,00000000,B,PASS,quarantined,missing-c3-annotation; missing-components; missing-program-intelligence,5194,false,false,false,true,
C:\FOC\Workspace\Finished\CQ19177.md,CQ19177.md,19177,19177_manna_wagon_disposal,CONSTITUTIONAL_LAW,,B,PASS,quarantined,missing-outline,445,true,true,true,true,
C:\FOC\Workspace\Finished\CQ19213.md,CQ19213.md,19213,19213_road_to_emmaus_breezeway,TORTS,,C,,quarantined,missing-outline,533,true,true,true,false,
C:\FOC\Workspace\Finished\CQ19250.md,CQ19250.md,19250,19250_scripture_card_printer,CONTRACTS,,B,PASS,quarantined,missing-outline,443,true,true,true,false,
C:\FOC\Workspace\Finished\CQ19289.md,CQ19289.md,19289,19289_peters_cafe_vigil,CRIMINAL,,C,Core,quarantined,missing-outline,658,true,true,true,true,
C:\FOC\Workspace\Finished\CQ19305.md,CQ19305.md,19305,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ19374.md,CQ19374.md,19374,19374_sailboat-engine-dispute,EVIDENCE,31010101,A,PASS,quarantined,CHOICES=[],549,true,true,true,true,
C:\FOC\Workspace\Finished\CQ19381.md,CQ19381.md,19381,19381_shepherd_olive_press_deed,REAL_PROPERTY,,C,PASS,quarantined,missing-outline,495,true,true,true,false,
C:\FOC\Workspace\Finished\CQ19434.md,CQ19434.md,19434,19434,TORTS,,D,PASS,quarantined,missing-outline,859,true,true,true,true,
