"fileName","originalQid","generatorStatus","generatedExternalId","quarantineReasons","liveMatchCount","liveExternalIds","liveQuestionIds"
"CQ14664.md","14664","PASS","14664_bible_study_gas_station","","1","14664_bible_study_gas_station","31be575d-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14665.md","14665","PASS","14665_bible_study_stop_sign","","1","14665_bible_study_stop_sign","31beae0f-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14668.md","14668","PASS","14668_laxative-lies","","1","14668_laxative-lies","31bf60ae-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14669.md","14669","PASS","14669","","0","",""
"CQ14676_church_youth_accusation.md","14676","QUARANTINE","","missing or implausibly short stem","1","14676_church_youth_accusation","31c0bf87-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14678.md","14678","PASS","14678_galilee_grill","","0","",""
"CQ14679.md","14679","PASS","14679_fellowship_cup","","0","",""
"CQ14680.md","14680","PASS","14680_christian_bookstore_ricochet","","1","14680_christian_bookstore_ricochet","31c16ff6-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14684.md","14684","PASS","14684_peters_third_shot","","0","",""
"CQ14685.md","14685","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","1","14685_peter_hammer","31c212b9-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14690.md","14690","PASS","14690_bible_study_protected_victim","","1","14690_bible_study_protected_victim","31c28445-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14695.md","14695","QUARANTINE","","B1 YAML failed to parse: Nested mappings are not allowed in compact mappings at line 10, column 22:","0","",""
"CQ14701.md","14701","PASS","14701_christian_bookstore_agent","","0","",""
"CQ14728.md","14728","PASS","14728","","1","14728_bible_quest_projector","31c9e07c-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14730.md","14730","PASS","14730_potluck_flight","","1","14730_potluck_flight","31ca29b8-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14736.md","14736","PASS","14736_camp_van_crossing","","1","14736_camp_van_crossing","31cb9147-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14819.md","14819","QUARANTINE","","missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ14820.md","14820","QUARANTINE","","missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ14828.md","14828","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ14831.md","14831","QUARANTINE","","missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ14859.md","14859","PASS","14859_lakeside-bible-study","","0","",""
"CQ14863.md","14863","QUARANTINE","","B1 YAML failed to parse: Nested mappings are not allowed in compact mappings at line 10, column 22:","0","",""
"CQ14904.md","14904","PASS","14904_best_evidence_refresh","","1","14904_best_evidence_refresh","3233c6e0-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14908.md","14908","QUARANTINE","","unknown subject: UNKNOWN; missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ14931.md","14931","QUARANTINE","","missing residual_answer.explanation for correct choice","1","14931_parchment_chapel_lot","325211fa-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ14975.md","14975","QUARANTINE","","missing or implausibly short stem","0","",""
"CQ14992.md","14992","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ15014.md","15014","QUARANTINE","","missing or implausibly short stem; missing choice A; missing choice B; missing choice C; missing choice D","1","15014","325c5384-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ15031.md","15031","QUARANTINE","","choice B: missing why_attractive (B4); choice B: missing distractor explanation (B3); choice C: missing why_attractive (B4); choice C: missing distractor explanation (B3); choice D: missing why_attractive (B4); choice D: missing distractor explanation (B3)","0","",""
"CQ15054.md","15054","QUARANTINE","","missing residual_answer.explanation for correct choice","1","15054_sparrowfield_retreat","3263bdcf-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ15100.md","15100","QUARANTINE","","missing or implausibly short stem","1","15100_naomi-pickup","327f7ea2-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ15222.md","15222","PASS","15222_mannafuel_lydia_racecar","","0","",""
"CQ15223.md","15223","PASS","15223_lydias_loaves","","0","",""
"CQ15224.md","15224","PASS","15224_bible_workbook_press","","0","",""
"CQ15253.md","15253","PASS","15253_barnabas_quarry_safety_audit","","0","",""
"CQ15254.md","15254","PASS","15254_lydia_selah_blue_dye","","0","",""
"CQ15255.md","15255","PASS","15255","","0","",""
"CQ15256.md","15256","PASS","15256_biblestudy_furnace","","0","",""
"CQ15257.md","15257","PASS","15257_peter_on_the_ledge","","0","",""
"CQ15258.md","15258","PASS","15258_good_shepherd_dental","","0","",""
"CQ15259.md","15259","PASS","15259_15259","","0","",""
"CQ15262.md","15262","PASS","15262_fiery_furnace_panels","","0","",""
"CQ15263.md","15263","PASS","15263_galilee_gt","","0","",""
"CQ15264.md","15264","PASS","15264_emmaus_roadster","","0","",""
"CQ16001.md","16001","PASS","16001_seminary_baggage_claim","","1","16001_seminary_baggage_claim","31ce09d9-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ16019.md","16019","QUARANTINE","","B1 YAML failed to parse: Source contains multiple documents; please use YAML.parseAllDocuments() at line 71, column 1:","0","",""
"CQ16040.md","16040","QUARANTINE","","unknown subject: UNKNOWN; missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ16042.md","16042","QUARANTINE","","missing call","0","",""
"CQ16052.md","16052","QUARANTINE","","unknown subject: UNKNOWN; missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ16060.md","16060","QUARANTINE","","unknown subject: UNKNOWN; missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ16070.md","16070","QUARANTINE","","missing or implausibly short stem; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ16135.md","16135","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ16152.md","16152","QUARANTINE","","missing/unparseable B3 c3_annotation JSON block; missing/unparseable B4 program_elements JSON block; missing/unparseable B5 program_intelligence JSON block","0","",""
"CQ16158.md","16158","QUARANTINE","","missing or implausibly short stem; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ16160_christian_variant.md","16160","QUARANTINE","","missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ16163.md","16163","QUARANTINE","","unknown subject: UNKNOWN; missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ16169.md","16169","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ16184.md","16184","QUARANTINE","","missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ16187.md","16187","QUARANTINE","","B1 YAML failed to parse: Nested mappings are not allowed in compact mappings at line 9, column 22:","0","",""
"CQ17015.md","17015","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ17026.md","17026","PASS","17026_manger_prop_bundles","","1","17026_manger_prop_bundles","3193863a-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17034.md","17034","QUARANTINE","","B1 YAML failed to parse: All mapping items must start at the same column at line 111, column 1:","1","17034_church-mercy-ministry-trauma-notice","313adfff-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17045.md","17045","PASS","17045_scripture_banner_cloth","","0","",""
"CQ17058.md","17058","PASS","17058_advent_honey_parcel","","1","17058_advent_honey_parcel","3267203d-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17084.md","17084","PASS","17084_five_loaves_bank_records","","1","17084_five_loaves_bank_records","31de7a57-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17091.md","17091","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ17110.md","17110","PASS","17110_sticker_press_guaranty","","1","17110_sticker_press_guaranty","31947c04-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17151.md","17151","PASS","17151_carol_program","","1","17151_carol_program","31df1ed2-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17157.md","17157","PASS","17157_vocational-rehab","","1","17157_vocational-rehab","315e249b-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17167.md","17167","PASS","17167_manger_lights_portal","","1","17167_manger_lights_portal","315ea861-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17173.md","17173","PASS","17173_road_to_emmaus_puzzle_quest","","1","17173_road_to_emmaus_puzzle_quest","319573fd-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17200.md","17200","QUARANTINE","","B1 YAML failed to parse: All mapping items must start at the same column at line 155, column 1:","0","",""
"CQ17345.md","17345","QUARANTINE","","choice A: missing why_attractive (B4); choice A: missing distractor explanation (B3); choice C: missing why_attractive (B4); choice C: missing distractor explanation (B3); choice D: missing why_attractive (B4); choice D: missing distractor explanation (B3)","1","17345_retreat_cider","31e389e4-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17405.md","17405","QUARANTINE","","missing or implausibly short stem; official_key is not A-D","0","",""
"CQ17419.md","17419","QUARANTINE","","choice A: missing mold_code; choice A: missing why_attractive (B4); choice A: missing distractor explanation (B3); choice B: missing mold_code; choice B: missing why_attractive (B4); choice B: missing distractor explanation (B3); choice D: missing mold_code; choice D: missing why_attractive (B4); choice D: missing distractor explanation (B3)","0","",""
"CQ17420.md","17420","QUARANTINE","","missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ17564.md","17564","QUARANTINE","","unknown subject: UNKNOWN; missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ17685.md","17685","PASS","17685_church_basement_dispute","","0","",""
"CQ17712.md","17712","QUARANTINE","","B1 YAML failed to parse: Source contains multiple documents; please use YAML.parseAllDocuments() at line 71, column 1:","0","",""
"CQ17776.md","17776","QUARANTINE","","missing or implausibly short stem","1","17776_hannah-delivery","31e75d98-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ17785.md","17785","QUARANTINE","","B1 YAML failed to parse: Source contains multiple documents; please use YAML.parseAllDocuments() at line 97, column 1:","0","",""
"CQ17930.md","17930","QUARANTINE","","unknown subject: UNKNOWN; missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ17979.md","17979","PASS","17979_hannahs_tractor","","1","17979_hannahs_tractor","32856184-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ18090.md","18090","PASS","18090_prayer_journals_price_line","","1","18090_prayer_journals_price_line","31980d30-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ18217.md","18217","QUARANTINE","","choice A: missing why_attractive (B4); choice A: missing distractor explanation (B3); choice B: missing why_attractive (B4); choice B: missing distractor explanation (B3); choice D: missing why_attractive (B4); choice D: missing distractor explanation (B3)","1","18217_youth_rally_stop","31eda848-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ18252.md","18252","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ18342.md","18342","QUARANTINE","","missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ18385.md","18385","QUARANTINE","","missing or implausibly short stem","1","18385_rebecca-cell","31eff04b-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ18442.md","18442","QUARANTINE","","missing or implausibly short stem","0","",""
"CQ18456.md","18456","QUARANTINE","","missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ18550.md","18550","QUARANTINE","","missing or implausibly short stem; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ18861.md","18861","QUARANTINE","","missing or implausibly short stem; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ19064.md","19064","QUARANTINE","","missing or implausibly short stem","1","19064_joel-dose","31f6de8e-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19099.md","19099","QUARANTINE","","missing or implausibly short stem","1","19099","31f756de-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19143.md","19143","QUARANTINE","","missing or implausibly short stem","1","19143_naomi-impound","31f814d2-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19177.md","19177","PASS","19177_manna_wagon_disposal","","1","19177_manna_wagon_disposal","3163fa59-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19194.md","19194","PASS","19194_loaves_pages","","1","19194_loaves_pages","31644dde-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19213.md","19213","PASS","19213_road_to_emmaus_breezeway","","1","19213_road_to_emmaus_breezeway","3289f5cd-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19228.md","19228","PASS","19228_prayer_card_study_bible","","1","19228_prayer_card_study_bible","323b9ac0-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19250.md","19250","PASS","19250_scripture_card_printer","","1","19250_scripture_card_printer","3199fa5d-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19263.md","19263","PASS","19263_chapel_handbells","","1","19263_chapel_handbells","31f9c833-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19266.md","19266","PASS","19266_carol_banquet_jmol","","1","19266_carol_banquet_jmol","3147370c-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19286.md","19286","PASS","19286_five_loaves_press","","1","19286_five_loaves_press","31478c83-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19305.md","19305","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ19336.md","19336","PASS","19336_nativity_warehouse_rescue","","1","19336_nativity_warehouse_rescue","31fa9460-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19379.md","19379","PASS","19379_hymn_candle_invoice_van","","1","19379_hymn_candle_invoice_van","323c02f3-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19381.md","19381","PASS","19381_shepherd_olive_press_deed","","1","19381_shepherd_olive_press_deed","326c91b5-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19386.md","19386","PASS","19386_scripture_audio_cap","","1","19386_scripture_audio_cap","319a48f8-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19430.md","19430","PASS","19430_harp_instructor_olive_grove","","1","19430_harp_instructor_olive_grove","326d1380-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19434.md","19434","PASS","19434_hymn_hands_stimulator","","1","19434_hymn_hands_stimulator","328ac639-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19448.md","19448","PASS","19448_praise_night_tshirt_cannon","","1","19448_praise_night_tshirt_cannon","328b0995-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19499.md","19499","PASS","19499_jericho_chariot_night","","1","19499_jericho_chariot_night","31fc5832-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19501.md","19501","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ19502.md","19502","PASS","19502_manna_festival_finals_tax","","1","19502_manna_festival_finals_tax","3165553e-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19607.md","19607","PASS","19607_cana_hills_bethany_flats","","1","19607_cana_hills_bethany_flats","3165ac9e-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19692.md","19692","QUARANTINE","","missing or implausibly short stem; missing choice A; missing choice B; missing choice C; missing choice D","1","19692","31fee067-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19721.md","19721","PASS","19721_jonah_whale_float","","1","19721_jonah_whale_float","314a9c77-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19762.md","19762","QUARANTINE","","missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ19793.md","19793","PASS","19793_dove_candle_ledgers","","1","19793_dove_candle_ledgers","314af16e-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19840.md","19840","PASS","19840_red_sea_bridge_bolts","","1","19840_red_sea_bridge_bolts","314b43eb-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19904.md","19904","PASS","19904_psalm_orchard_foreclosure_notice","","1","19904_psalm_orchard_foreclosure_notice","326e771b-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ19982.md","19982","PASS","19982_manna_warehouse","","1","19982_manna_warehouse","316801c5-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20004.md","20004","PASS","20004_dove_tokens_manna_game","","1","20004_dove_tokens_manna_game","319bdddb-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20014.md","20014","QUARANTINE","","missing or implausibly short stem; missing call; official_key is not A-D; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ20024.md","20024","PASS","20024_loaves_fishes_crate_count","","1","20024_loaves_fishes_crate_count","328b9d5e-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20031.md","20031","QUARANTINE","","choice A: missing why_attractive (B4); choice A: missing distractor explanation (B3); choice B: missing why_attractive (B4); choice B: missing distractor explanation (B3); choice D: missing why_attractive (B4); choice D: missing distractor explanation (B3)","1","20031_hallelujah_handbells","320249da-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20055.md","20055","QUARANTINE","","missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","",""
"CQ20100.md","20100","PASS","20100_fish_and_loaves_keychains","","1","20100_fish_and_loaves_keychains","319c2b55-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20123.md","20123","PASS","20123_prayer_card_threat_writers","","1","20123_prayer_card_threat_writers","328be4af-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20125.md","20125","QUARANTINE","","choice A: missing why_attractive (B4); choice A: missing distractor explanation (B3); choice B: missing why_attractive (B4); choice B: missing distractor explanation (B3); choice C: missing why_attractive (B4); choice C: missing distractor explanation (B3)","0","",""
"CQ20127.md","20127","PASS","20127_jericho_trumpet","","1","20127_jericho_trumpet","32039fff-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20153.md","20153","PASS","20153_lampstand_labs","","1","20153_lampstand_labs","3168ab5d-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20168.md","20168","QUARANTINE","","missing or implausibly short stem","1","20168_caleb-theft","320472b5-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20186.md","20186","PASS","20186_road_to_emmaus_royalty_ledgers","","1","20186_road_to_emmaus_royalty_ledgers","3168f62c-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20213.md","20213","PASS","20213_mercy_pool_reliction","","1","20213_mercy_pool_reliction","326fc669-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20231.md","20231","PASS","20231_crown_above_caesars","","1","20231_crown_above_caesars","3169b530-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20247.md","20247","PASS","20247_bible_memory_kit","","1","20247_bible_memory_kit","314c5e9f-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20258.md","20258","PASS","20258_psalter_pressure","","1","20258_psalter_pressure","3205c532-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20271.md","20271","PASS","20271_lantern_handbell_evening","","1","20271_lantern_handbell_evening","319c7826-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20291.md","20291","PASS","20291_nativity_prop_rental_freeze","","1","20291_nativity_prop_rental_freeze","314cb040-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20307.md","20307","PASS","20307_bethany_banners_transcript","","1","20307_bethany_banners_transcript","323e22d7-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20310.md","20310","PASS","20310_psalms_wax_lamp","","1","20310_psalms_wax_lamp","328d04f5-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20312.md","20312","PASS","20312_loaves_fishes_retreat","","1","20312_loaves_fishes_retreat","327006e6-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20313.md","20313","PASS","20313_bethlehem_olivewood_crosses","","1","20313_bethlehem_olivewood_crosses","323e56b1-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20328.md","20328","PASS","20328_bethlehem_star_drop","","1","20328_bethlehem_star_drop","328d4c40-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20351.md","20351","PASS","20351_red_sea_mini_golf","","1","20351_red_sea_mini_golf","319d180f-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20353.md","20353","PASS","20353_baptism_tank_burst","","1","20353_baptism_tank_burst","314d1cf1-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20370.md","20370","PASS","20370_dove_mug_notice","","1","20370_dove_mug_notice","319d6607-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20387.md","20387","PASS","20387_psalms_chess_indictment","","1","20387_psalms_chess_indictment","3206d0ad-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20404.md","20404","PASS","20404_acts_axes_cash_loads","","1","20404_acts_axes_cash_loads","323ebd1c-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20423.md","20423","PASS","20423_galilee_props_bias","","1","20423_galilee_props_bias","323eeddc-6a31-11f1-a7ad-f9e8a06a2fad"
"CQ20439.md","20439","PASS","20439_floating_star_driveway","","1","20439_floating_star_driveway","328d9604-6a31-11f1-a7ad-f9e8a06a2fad"
